VAR,Variable,UNIT,Measure,Country,Year,Value,Percentage of graduates contributed by country
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Greece,2021,38611,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Poland,2019,660,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Poland,2020,720,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Poland,2021,830,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Latvia,2019,8099,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Latvia,2020,7908,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Latvia,2021,7646,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Lithuania,2019,0,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Lithuania,2020,0,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Lithuania,2021,0,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Japan,2019,326666,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Japan,2020,324481,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Japan,2021,323502,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Sweden,2019,104,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Sweden,2020,111.89,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Sweden,2021,116.1,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Greece,2019,413,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Greece,2020,273,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Greece,2021,385,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Romania,2019,33,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Romania,2020,32,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Romania,2021,28,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Ireland,2019,1613,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Ireland,2020,1594,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Ireland,2021,1615,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Greece,2019,5427,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Greece,2020,6301,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Greece,2021,6105,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Lithuania,2019,749,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Lithuania,2020,650,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Lithuania,2021,575,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Bulgaria,2019,1,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Bulgaria,2020,1,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Bulgaria,2021,1,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,Slovak Republic,2019,858,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,Slovak Republic,2020,854,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,Slovak Republic,2021,902,
HOPBTBED,Total hospital beds,NOMBRENB,Number,France,2019,391781,
HOPBTBED,Total hospital beds,NOMBRENB,Number,France,2020,386722,
HOPBTBED,Total hospital beds,NOMBRENB,Number,France,2021,382712,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Bulgaria,2019,0,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Bulgaria,2020,0,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Bulgaria,2021,0,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Costa Rica,2019,770,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Costa Rica,2020,674,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Costa Rica,2021,307,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Costa Rica,2022,445,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Finland,2019,261,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Finland,2020,255,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Finland,2021,249,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Netherlands,2019,6182,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Netherlands,2020,5841,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Netherlands,2021,11173,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,New Zealand,2019,10951,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,New Zealand,2020,10934,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,New Zealand,2021,11653,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,New Zealand,2022,11307,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,Romania,2019,10,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,Romania,2020,10,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,Romania,2021,10,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,New Zealand,2019,11082,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,New Zealand,2020,11075,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,New Zealand,2021,11788,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,New Zealand,2022,11454,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Portugal,2019,36092,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Portugal,2020,36019,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Portugal,2021,36249,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Belgium,2019,42723,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Belgium,2020,42529,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Belgium,2021,42190,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Belgium,2022,42018,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Netherlands,2019,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Netherlands,2020,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Netherlands,2021,0,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Croatia,2019,3773,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Croatia,2020,3748,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Croatia,2021,3713,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Belgium,2019,47772,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Belgium,2020,47596,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Belgium,2021,47292,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Belgium,2022,47135,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Croatia,2019,0,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Croatia,2020,0,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Croatia,2021,0,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Croatia,2019,61,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Croatia,2020,68,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Croatia,2021,66,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Luxembourg,2019,67,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Luxembourg,2020,67,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Luxembourg,2021,67,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Estonia,2019,672.3,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Estonia,2020,658.5,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Estonia,2021,668.51,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Croatia,2019,1012,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Croatia,2020,1019,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Croatia,2021,994,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Switzerland,2019,1329,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Switzerland,2020,1086,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Switzerland,2021,748,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Croatia,2019,140,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Croatia,2020,140,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Croatia,2021,140,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Luxembourg,2019,172,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Luxembourg,2020,172,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Luxembourg,2021,180,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Austria,2019,829,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Austria,2020,1016,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Austria,2021,1257,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Luxembourg,2019,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Luxembourg,2020,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Luxembourg,2021,0,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Czechia,2019,60842,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Czechia,2020,60554,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Czechia,2021,60926,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Austria,2019,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Austria,2020,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Austria,2021,0,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Croatia,2019,2761,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Croatia,2020,2729,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Croatia,2021,2719,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Mexico,2019,116576,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Mexico,2020,122116,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Mexico,2021,125027,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,Czechia,2019,4883,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,Czechia,2020,4754,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,Czechia,2021,5011,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Slovak Republic,2019,0,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Slovak Republic,2020,0,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Slovak Republic,2021,0,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Luxembourg,2019,264,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Luxembourg,2020,264,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Luxembourg,2021,264,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Austria,2019,805,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Austria,2020,814,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Austria,2021,756,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Czechia,2019,42393,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Czechia,2020,42313,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Czechia,2021,42302,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Slovak Republic,2019,3311,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Slovak Republic,2020,3088,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Slovak Republic,2021,2956,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Croatia,2019,34,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Croatia,2020,44,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Croatia,2021,47,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Bulgaria,2019,39,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Bulgaria,2020,38,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Bulgaria,2021,34,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Italy,2019,0,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Italy,2020,0,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Italy,2021,0,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Czechia,2019,12305,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Czechia,2020,12272,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Czechia,2021,12356,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Switzerland,2019,7306,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Switzerland,2020,7122,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Switzerland,2021,7253,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Germany,2019,0,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Germany,2020,0,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Germany,2021,0,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Iceland,2019,0,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Iceland,2020,0,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,United States,2019,100605,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,United States,2020,116831,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,United States,2021,117353,
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Switzerland,2019,30755,
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Switzerland,2020,30497,
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Switzerland,2021,30591,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Poland,2019,142200,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Poland,2020,143155,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Poland,2021,144306,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Spain,2019,138861,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Spain,2020,139977,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Spain,2021,140397,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Iceland,2019,65,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Iceland,2020,65,
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Spain,2019,116676,
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Spain,2020,118716,
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Spain,2021,119490,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Iceland,2019,124,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Iceland,2020,125,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Ireland,2019,491,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Ireland,2020,502,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,Ireland,2021,504,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Netherlands,2019,6182,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Netherlands,2020,5841,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Netherlands,2021,11173,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Estonia,2019,5338.65,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Estonia,2020,5275.6,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Estonia,2021,5180.16,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Netherlands,2019,1823,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Netherlands,2020,1835,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Netherlands,2021,1811,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Iceland,2019,880,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Iceland,2020,909,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Iceland,2019,710,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Iceland,2020,738,
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Netherlands,2019,44393,
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Netherlands,2020,43101,
HOPBLICS,Curative (acute) care beds,NOMBRENB,Number,Netherlands,2021,38779,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Chile,2019,0,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Chile,2020,0,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Chile,2021,0,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Chile,2022,0,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Israel,2019,2700,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Israel,2020,2718,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Israel,2021,2718,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Israel,2022,2728,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Portugal,2019,1369,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Portugal,2020,1402,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Portugal,2021,1380,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Chile,2019,2723,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Chile,2020,2661,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Chile,2021,2662,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Chile,2022,2680,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Luxembourg,2019,0,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Luxembourg,2020,0,
HOPBOBPH,Other somatic hospital beds,NOMBRENB,Number,Luxembourg,2021,0,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,Iceland,2019,46,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,Iceland,2020,46,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Greece,2019,124,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Greece,2020,134,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Greece,2021,109,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Japan,2019,1620040,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Japan,2020,1593572,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Japan,2021,1583725,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Finland,2019,3266,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Finland,2020,1948,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Finland,2021,1812,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Greece,2019,5164,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Greece,2020,5991,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Greece,2021,5942,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Greece,2019,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Greece,2020,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Greece,2021,0,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Sweden,2019,17108,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Sweden,2020,17081.06,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Sweden,2021,16694.44,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Czechia,2019,1297,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Czechia,2020,1225,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Czechia,2021,1283,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Czechia,2019,20922,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Czechia,2020,20262,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Czechia,2021,19993,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,United States,2019,745826,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,United States,2020,729508,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,United States,2021,728380,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Bulgaria,2019,53997,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Bulgaria,2020,54216,
HOPBTBED,Total hospital beds,NOMBRENB,Number,Bulgaria,2021,54491,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,United States,2019,818954,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,United States,2020,803700,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,United States,2021,802296,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Slovak Republic,2019,4400,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Slovak Republic,2020,4381,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Slovak Republic,2021,4342,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Bulgaria,2019,104,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Bulgaria,2020,105,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Bulgaria,2021,107,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Bulgaria,2019,69,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Bulgaria,2020,69,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Bulgaria,2021,75,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Norway,2019,5552,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Norway,2020,5449,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Norway,2021,5471,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,United States,2019,37433,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,United States,2020,37590,
HOPBREPH,Rehabilitative somatic care beds,NOMBRENB,Number,United States,2021,37940,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Hungary,2019,797,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Hungary,2020,675,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Hungary,2021,707,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Israel,2019,0,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Israel,2020,0,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Israel,2021,0,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Israel,2022,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Hungary,2019,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Hungary,2020,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Hungary,2021,0,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Spain,2019,6483,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Spain,2020,6303,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Spain,2021,6140,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Spain,2019,10510,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Spain,2020,10049,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Spain,2021,10918,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Denmark,2019,3002,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Denmark,2020,3045,
HOPBLIPS,Psychiatric care beds,NOMBRENB,Number,Denmark,2021,3041,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Israel,2019,842,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Israel,2020,842,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Israel,2021,842,
HOPBLTPS,Long-term psychiatric care beds,NOMBRENB,Number,Israel,2022,842,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Spain,2019,0,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Spain,2020,0,
HOPBREPS,Rehabilitative psychiatric care beds,NOMBRENB,Number,Spain,2021,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Israel,2019,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Israel,2020,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Israel,2021,0,
HOPBOBPS,Other psychiatric hospital beds,NOMBRENB,Number,Israel,2022,0,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,United States,2019,35477,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,United States,2020,36602,
HOPBLTPH,Long-term somatic care beds,NOMBRENB,Number,United States,2021,35976,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Finland,2019,1567,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Finland,2020,1394,
HOPBCUPS,Curative psychiatric care beds,NOMBRENB,Number,Finland,2021,1301,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Canada,2019,4434,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Canada,2020,4245,
HOPBREHA,Rehabilitative care beds,NOMBRENB,Number,Canada,2021,4427,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Poland,2019,0,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Poland,2020,0,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Poland,2021,0,
HOSPTHOS,Hospitals,NOMBRENB,Number,Croatia,2019,67,
HOSPTHOS,Hospitals,NOMBRENB,Number,Croatia,2020,68,
HOSPTHOS,Hospitals,NOMBRENB,Number,Croatia,2021,68,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Canada,2019,175,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Canada,2020,231,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Canada,2021,183,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Switzerland,2019,31456,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Switzerland,2020,30625,
HOPBLIPH,Somatic care beds,NOMBRENB,Number,Switzerland,2021,30287,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Canada,2019,16062,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Canada,2020,16370,
HOPBLIMM,Long-term care beds,NOMBRENB,Number,Canada,2021,17368,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Estonia,2019,3730.55,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Estonia,2020,3695,
HOPBCUPH,Curative somatic care beds,NOMBRENB,Number,Estonia,2021,3767.67,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Netherlands,2019,0,
HOPBOBED,Other hospital beds,NOMBRENB,Number,Netherlands,2020,0,
